Time(S);YoungBefore(KB);YoungAfter(KB);YoungAllocated(KB);OldBefore(KB);OldAfter(KB);OldAllocated(KB);OldYoungBefore(KB);OldYoungAfter(KB);OldYoungAllocated(KB);PermBefore(KB);PermAfter(KB);PermAllocated(KB);TotalBefore(KB);TotalAfter(KB);TotalAllocated(KB)
137187,926;156594;5719;165376;560980;561407;648192;717574;567126;813568;;;;;;
137235,203;161367;3348;165376;561407;563342;648192;722774;566690;813568;;;;;;
137325,119;158996;3644;166400;563342;563806;648192;722338;567450;814592;;;;;;
137342,978;160828;1072;165888;563806;564758;648192;724634;565830;814080;;;;;;
137505,043;158256;5572;165376;564758;565166;648192;723014;570738;813568;;;;;;
137519,878;162244;1952;165888;565166;566573;648192;727410;568525;814080;;;;;;
137552,580;158624;832;166400;566573;566989;648192;725197;567821;814592;;;;;;
137584,296;158528;3524;166400;566989;567270;648192;725517;570794;814592;;;;;;
137597,220;161220;2141;166912;567270;568125;648192;728490;570266;815104;;;;;;
137608,321;160861;3040;166912;568125;568816;648192;728986;571856;815104;;;;;;
137616,534;161760;2032;167936;568816;569648;648192;730576;571680;816128;;;;;;
137636,071;162288;1392;167424;569648;570048;648192;731936;571440;815616;;;;;;
137651,860;161648;817;167936;570048;570600;648192;731696;571417;816128;;;;;;
137665,212;161585;1968;167936;570600;571208;648192;732185;573176;816128;;;;;;
137674,602;162736;1088;168448;571208;572360;648192;733944;573448;816640;;;;;;
137686,993;162880;832;168448;572360;572528;648192;735240;573360;816640;;;;;;
137697,370;162624;1533;168960;572528;572584;648192;735152;574117;817152;;;;;;
137710,359;163837;2180;168448;572584;572840;648192;736421;575020;816640;;;;;;
137726,427;164484;2125;169472;572840;573347;648192;737324;575472;817664;;;;;;
137733,255;165965;3665;169472;573347;573675;648192;739312;577340;817664;;;;;;
137747,137;167505;3805;168448;573675;574347;648192;741180;578152;816640;;;;;;
137754,039;166621;3635;168960;574347;575403;648192;740968;579038;817152;;;;;;
137771,018;166451;1948;168960;575403;575987;648192;741854;577935;817152;;;;;;
137783,935;164764;3248;168960;575987;576563;648192;740751;579811;817152;;;;;;
137790,676;166064;1088;169472;576563;576731;648192;742627;577819;817664;;;;;;
137796,988;164928;992;169472;576731;577035;648192;741659;578027;817664;;;;;;
137800,821;164832;1249;169472;577035;577483;648192;741867;578732;817664;;;;;;
137811,739;165089;3823;167936;577483;577723;648192;742572;581546;816128;;;;;;
137830,326;167663;1666;169472;577723;579087;648192;745386;580753;817664;;;;;;
137847,444;164994;768;168960;579087;579391;648192;744081;580159;817152;;;;;;
137858,927;164096;1857;169984;579391;579679;648192;743487;581536;818176;;;;;;
137869,230;166209;832;169472;579679;579887;648192;745888;580719;817664;;;;;;
137877,708;165184;940;169984;579887;580151;648192;745071;581091;818176;;;;;;
137890,429;165804;3382;168448;580151;580239;648192;745955;583621;816640;;;;;;
137904,542;168246;816;169984;580239;580599;648192;748485;581415;818176;;;;;;
137911,202;165168;898;169472;580599;580815;648192;745767;581713;817664;;;;;;
137933,841;165250;1519;169984;580815;580991;648192;746065;582510;818176;;;;;;
137943,406;166383;1024;169984;580991;581390;648192;747374;582414;818176;;;;;;
137960,339;165888;1344;170496;581390;581502;648192;747278;582846;818688;;;;;;
137967,220;167232;3348;169472;581502;581622;648192;748734;584970;817664;;;;;;
137977,967;169236;1632;170496;581622;582550;648192;750858;584182;818688;;;;;;
137987,251;167008;1184;169984;582550;583366;648192;749558;584550;818176;;;;;;
138009,162;166560;848;170496;583366;583774;648192;749926;584622;818688;;;;;;
138036,754;166736;2417;170496;583774;584111;648192;750510;586528;818688;;;;;;
138047,881;168305;1137;171008;584111;584334;648192;752416;585471;819200;;;;;;
138054,563;167537;889;170496;584334;584559;648192;751871;585448;818688;;;;;;
138076,046;167289;2101;171008;584559;584719;648192;751848;586820;819200;;;;;;
138099,274;169013;3068;169984;584719;584878;648192;753732;587946;818176;;;;;;
138128,134;169980;1901;171008;584878;585206;648192;754858;587107;819200;;;;;;
138141,934;168301;832;170496;585206;585326;648192;753507;586158;818688;;;;;;
138155,638;167232;1392;171008;585326;585422;648192;752558;586814;819200;;;;;;
138170,635;168304;1040;171008;585422;585438;648192;753726;586478;819200;;;;;;
138188,087;167952;4068;168960;585438;586321;648192;753390;590389;817152;;;;;;
138201,463;168932;1376;169984;586321;587308;648192;755253;588684;818176;;;;;;
138216,396;166240;864;170496;587308;587876;648192;753548;588740;818688;;;;;;
138227,354;166752;896;170496;587876;587908;648192;754628;588804;818688;;;;;;
138246,187;166784;512;170496;587908;588212;648192;754692;588724;818688;;;;;;
138262,923;166400;384;170496;588212;588428;648192;754612;588812;818688;;;;;;
138272,192;166272;672;171008;588428;588524;648192;754700;589196;819200;;;;;;
138280,186;167072;944;170496;588524;588740;648192;755596;589684;818688;;;;;;
138310,287;167344;1104;171008;588740;589156;648192;756084;590260;819200;;;;;;
138317,320;168016;784;171008;589156;589484;648192;757172;590268;819200;;;;;;
138334,984;167696;896;171520;589484;589572;648192;757180;590468;819712;;;;;;
138342,702;168832;1648;171520;589572;589892;648192;758404;591540;819712;;;;;;
138410,494;169584;512;171520;589892;590060;648192;759476;590572;819712;;;;;;
138463,280;168448;1425;171520;590060;590245;648192;758508;591670;819712;;;;;;
138486,139;169361;832;172032;590245;590444;648192;759606;591276;820224;;;;;;
138509,384;169280;832;171520;590444;590612;648192;759724;591444;819712;;;;;;
138532,980;169280;1504;172032;590612;590788;648192;759892;592292;820224;;;;;;
138544,020;170464;1424;172032;590788;590980;648192;761252;592404;820224;;;;;;
138563,333;170384;2129;172032;590980;591348;648192;761364;593477;820224;;;;;;
138582,180;171089;640;172032;591348;591460;648192;762437;592100;820224;;;;;;
138609,897;169600;1790;172032;591460;591621;648192;761060;593411;820224;;;;;;
138628,185;170750;1025;172032;591621;591900;648192;762371;592925;820224;;;;;;
138642,290;169985;544;172032;591900;592172;648192;761885;592716;820224;;;;;;
138654,435;169504;3045;172032;592172;592870;648192;761676;595915;820224;;;;;;
138672,599;172005;2868;169984;592870;593650;648192;764875;596518;818176;;;;;;
138700,104;169780;4080;171008;593650;596284;648192;763430;600364;819200;;;;;;
138717,765;170992;1731;167936;596284;598884;648192;767276;600615;816128;;;;;;
138740,784;165571;2211;169472;598884;599669;648192;764455;601880;817664;;;;;;
138759,834;166051;3456;168960;599669;599987;648192;765720;603443;817152;;;;;;
138773,522;167296;1020;169472;599987;601340;648192;767283;602360;817664;;;;;;
138798,168;164860;1922;169984;601340;601515;648192;766200;603437;818176;;;;;;
138827,980;166786;3619;168960;601515;601819;648192;768301;605438;817152;;;;;;
138848,570;168483;3572;169472;601819;602578;648192;770302;606150;817664;;;;;;
138869,223;167412;1655;169472;602578;603830;648192;769990;605485;817664;;;;;;
138886,437;165495;1552;169984;603830;604126;648192;769325;605678;818176;;;;;;
138904,210;165904;1697;169472;604126;604374;648192;770030;606071;817664;;;;;;
138977,857;166049;4080;168960;604374;604671;648192;770423;608751;817152;;;;;;
139004,497;167920;5620;169472;604671;606361;648192;772591;611981;817664;;;;;;
139011,445;169460;1694;167424;606361;608151;648192;775821;609845;815616;;;;;;
139026,168;163486;3860;168448;608151;608544;648192;771637;612404;816640;;;;;;
139032,256;165652;928;168448;608544;609759;648192;774196;610687;816640;;;;;;
139041,905;162720;2673;168448;609759;610216;648192;772479;612889;816640;;;;;;
139074,963;164465;6637;165376;610216;611397;648192;774681;618034;813568;;;;;;
139089,857;165357;7511;166400;611397;612132;648192;776754;619643;814592;;;;;;
139092,971;166231;8688;162816;612132;617364;648192;778363;626052;811008;;;;;;
139197,412;162800;4604;158720;617364;625781;648192;780164;630385;806912;;;;;;
139207,863;158716;1105;163328;625781;628141;648192;784497;629246;811520;;;;;;
139228,871;152657;864;163328;628141;628228;648192;780798;629092;811520;;;;;;
139274,280;152416;832;163840;628228;628700;648192;780644;629532;812032;;;;;;
139308,416;153408;4431;163840;628700;629029;648192;782108;633460;812032;;;;;;
139348,394;157007;768;164352;629029;629189;648192;786036;629957;812544;;;;;;
139387,126;154368;3550;164352;629189;629581;648192;783557;633131;812544;;;;;;
139396,893;157150;992;165376;629581;630749;648192;786731;631741;813568;;;;;;
139418,657;156128;3647;164864;630749;631020;648192;786877;634667;813056;;;;;;
139451,032;158783;4152;165888;631020;631788;648192;789803;635940;814080;;;;;;
139461,449;160824;2279;165888;631788;632502;648192;792612;634781;814080;;;;;;
139472,306;158951;3940;166400;632502;632774;648192;791453;636714;814592;;;;;;
139478,819;161636;1440;166400;632774;634166;648192;794410;635606;814592;;;;;;
139496,491;159136;3921;166912;634166;634694;648192;793302;638615;815104;;;;;;
139537,084;162641;720;166912;634694;636318;648192;797335;637038;815104;;;;;;
139549,568;159440;1778;167424;636318;636598;648192;795758;638376;815616;;;;;;
139618,196;161010;4743;166912;636598;636991;648192;797608;641734;815104;;;;;;
139660,943;163975;2016;167424;636991;638641;648192;800966;640657;815616;;;;;;
139681,666;161248;7655;166912;638641;639280;648192;799889;646935;815104;;;;;;
139703,728;166887;2112;165888;639280;641191;648192;806167;643303;814080;;;;;;
139714,193;159808;3092;166400;641191;641631;648192;800999;644723;814592;;;;;;
139734,682;160788;1247;166912;641631;642207;648192;802419;643454;815104;;;;;;
139770,397;159967;1088;166912;642207;642838;648192;802174;643926;815104;;;;;;
139790,963;159808;864;166912;642838;643047;648192;802646;643911;815104;;;;;;
139843,396;159584;4292;166912;643047;643278;648192;802631;647570;815104;;;;;;
139858,594;163012;3492;167424;643278;643974;648192;806290;647466;815616;;;;;;
139871,413;162724;1292;166912;643974;645231;648192;806698;646523;815104;;;;;;
139886,379;160524;4012;167424;645231;645814;648192;805755;649826;815616;;;;;;
139886,395;4012;0;167424;645814;565304;676864;649826;565304;844288;185160;185156;786432;834986;750460;1630720
139907,992;159744;4617;167424;565304;565304;676864;725048;569921;844288;;;;;;
139916,969;164361;2176;167424;565304;567757;676864;729665;569933;844288;;;;;;
139955,598;161920;2612;167424;567757;569457;676864;729677;572069;844288;;;;;;
139994,561;162356;3844;167936;569457;569913;676864;731813;573757;844800;;;;;;
140040,914;164612;3460;167936;569913;570841;676864;734525;574301;844800;;;;;;
140063,507;164228;3188;168448;570841;571393;676864;735069;574581;845312;;;;;;
140092,606;164980;1612;168448;571393;572434;676864;736373;574046;845312;;;;;;
140110,371;163404;1376;168448;572434;573113;676864;735838;574489;845312;;;;;;
140122,749;163168;1056;168448;573113;573641;676864;736281;574697;845312;;;;;;
140198,592;162848;1152;168960;573641;573913;676864;736489;575065;845824;;;;;;
140229,437;163968;800;168960;573913;574521;676864;737881;575321;845824;;;;;;
140318,129;163616;1456;168960;574521;574681;676864;738137;576137;845824;;;;;;
140376,515;164272;6126;168960;574681;576571;676864;738953;582697;845824;;;;;;
140404,398;168942;800;165888;576571;578905;676864;745513;579705;842752;;;;;;
140417,349;160544;1024;167424;578905;579129;676864;739449;580153;844288;;;;;;
140473,574;160768;6935;164864;579129;579506;676864;739897;586441;841728;;;;;;
140499,535;164631;5542;163328;579506;580642;676864;744137;586184;840192;;;;;;
140516,867;163238;3012;166400;580642;581618;676864;743880;584630;843264;;;;;;
140529,636;160196;992;165888;581618;582651;676864;741814;583643;842752;;;;;;
140589,908;158176;5036;165888;582651;583043;676864;740827;588079;842752;;;;;;
140617,775;162732;3844;166400;583043;583914;676864;745775;587758;843264;;;;;;
140645,724;161540;959;166912;583914;585074;676864;745454;586033;843776;;;;;;
140784,931;159679;5357;164352;585074;585370;676864;744753;590727;841216;;;;;;
140866,206;164077;2247;166912;585370;586774;676864;749447;589021;843776;;;;;;
140927,764;160455;2064;166400;586774;587269;676864;747229;589333;843264;;;;;;
140988,921;160223;1296;167424;587269;587269;676864;747492;588565;844288;;;;;;
141065,412;160528;6934;166400;587269;587269;676864;747797;594203;843264;;;;;;
141188,294;166166;2240;166400;587269;587269;676864;753435;589509;843264;;;;;;
141269,422;159936;2980;166400;587269;587269;676864;747205;590249;843264;;;;;;
141397,993;160676;2815;167424;587269;587269;676864;747945;590084;844288;;;;;;
141447,329;162047;2815;166912;587269;587269;676864;749316;590084;843776;;;;;;
141580,375;162047;5411;166912;587269;587269;676864;749316;592680;843776;;;;;;
141676,562;165155;3887;167424;587269;587269;676864;752424;591156;844288;;;;;;
141716,076;163631;4667;167424;587269;587269;676864;750900;591936;844288;;;;;;
141726,628;164411;7651;167424;587269;589010;676864;751680;596661;844288;;;;;;
141751,017;167395;5265;164352;589010;589393;676864;756405;594658;841216;;;;;;
141763,592;161937;5075;165888;589393;590210;676864;751330;595285;842752;;;;;;
141782,957;161747;7123;164864;590210;590506;676864;751957;597629;841728;;;;;;
141789,223;162771;4449;165376;590506;591321;676864;753277;595770;842240;;;;;;
141796,119;160097;5572;165888;591321;591993;676864;751418;597565;842752;;;;;;
141820,710;162244;3584;165888;591993;592904;676864;754237;596488;842752;;;;;;
141856,350;160256;3856;166400;592904;593913;676864;753160;597769;843264;;;;;;
141881,298;161552;1632;166400;593913;595209;676864;755465;596841;843264;;;;;;
141918,240;159328;2979;166400;595209;595785;676864;754537;598764;843264;;;;;;
141950,580;160675;4848;166400;595785;596521;676864;756460;601369;843264;;;;;;
141967,496;162544;4853;166912;596521;597536;676864;759065;602389;843776;;;;;;
142213,092;163573;5208;166912;597536;598433;676864;761109;603641;843776;;;;;;
142236,226;163928;2276;166912;598433;599312;676864;762361;601588;843776;;;;;;
142262,737;160996;2885;166912;599312;599737;676864;760308;602622;843776;;;;;;
142346,360;161605;3444;167424;599737;600280;676864;761342;603724;844288;;;;;;
142574,166;162676;1294;166912;600280;601457;676864;762956;602751;843776;;;;;;
142590,962;160526;3891;167424;601457;601456;676864;761983;605347;844288;;;;;;
142605,260;163635;960;167424;601456;603336;676864;765091;604296;844288;;;;;;
142685,499;160704;3859;167936;603336;603567;676864;764040;607426;844800;;;;;;
142711,975;164115;704;167424;603567;604855;676864;767682;605559;844288;;;;;;
142736,596;160960;2595;167936;604855;604999;676864;765815;607594;844800;;;;;;
142802,301;162851;3909;167424;604999;605551;676864;767850;609460;844288;;;;;;
142816,086;164165;608;167936;605551;606646;676864;769716;607254;844800;;;;;;
142882,023;161376;2172;167936;606646;606879;676864;768022;609051;844800;;;;;;
142916,625;162940;2560;168448;606879;607342;676864;769819;609902;845312;;;;;;
143006,759;163840;768;167936;607342;608326;676864;771182;609094;844800;;;;;;
143135,208;162048;1265;168448;608326;608327;676864;770374;609592;845312;;;;;;
143208,802;163057;1523;168448;608327;608327;676864;771384;609850;845312;;;;;;
143286,213;163315;2242;168960;608327;608326;676864;771642;610568;845824;;;;;;
143372,642;164990;4421;168960;608327;608326;676864;773317;612747;845824;;;;;;
143389,667;167237;3823;167936;608326;608327;676864;775563;612150;844800;;;;;;
143447,532;165615;6190;168448;608327;608327;676864;773942;614517;845312;;;;;;
143486,977;167982;5822;165376;608327;608327;676864;776309;614149;842240;;;;;;
143488,115;34661;4175;166912;608326;608327;676864;642987;612502;843776;;;;;;
143488,129;4175;0;166912;608327;557332;676864;612502;557332;843776;185388;185213;786432;797890;742545;1630208
143757,004;158720;4504;167424;557332;557332;676864;716052;561836;844288;;;;;;
143940,738;164248;3071;167424;557332;557332;676864;721580;560403;844288;;;;;;
144116,792;162815;6717;166400;557332;557332;676864;720147;564049;843264;;;;;;
144150,795;165437;3603;166912;557332;557333;676864;722769;560936;843776;;;;;;
144184,523;162323;5266;166912;557333;557332;676864;719656;562598;843776;;;;;;
144221,143;163986;6130;164864;557332;557332;676864;721318;563462;841728;;;;;;
144230,346;164850;5356;166400;557332;557332;676864;722182;562688;843264;;;;;;
144242,071;163052;7930;165888;557332;557332;676864;720384;565262;842752;;;;;;
144389,892;165626;8640;162816;557332;557333;676864;722958;565973;839680;;;;;;
144450,403;162240;9379;163328;557333;557332;676864;719573;566711;840192;;;;;;
144466,652;162797;8084;163328;557333;557332;676864;720130;565416;840192;;;;;;
144523,925;159636;9383;161280;557332;558396;676864;716968;567779;838144;;;;;;
144549,872;160935;6094;162816;558396;559188;676864;719331;565282;839680;;;;;;
144609,825;156110;6942;162304;559188;560499;676864;715298;567441;839168;;;;;;
144680,249;156958;6993;163328;560499;561578;676864;717457;568571;840192;;;;;;
144687,198;158545;6225;163328;561578;562850;676864;720123;569075;840192;;;;;;
